,Unnamed: 0,Y,X1,X2,X3,X4,X5,X6,Lat,Longi
858,859,11.54248427,10.42,6,3,0,1,0.053080942,38.030992,-121.30667199999999
859,860,11.83500896,14.65,3,3,0,0,0.030195465,38.046296000000005,-121.33691999999999
860,861,11.34805082,14.16,75,2,0,1,0.028570263999999998,37.956592,-121.30476000000002
861,862,11.827736199999999,17.3,21,3,0,0,0.037965466,38.029196,-121.322152
862,863,11.74403719,16.44,19,3,0,0,0.037495349,38.042367999999996,-121.32763200000001
863,864,11.39075783,11.55,20,3,0,0,0.074948659,38.033916,-121.2844
864,865,11.35040654,11.88,43,3,1,1,0.045308527,38.009871999999994,-121.307
865,866,11.27720313,11.18,76,2,1,0,0.030548915,37.956664,-121.302672
866,867,11.22524339,10.64,42,3,0,1,0.00781535,37.96412,-121.329792
867,868,11.16336799,11.23,59,2,0,1,0.059288575999999996,37.974244,-121.27859199999999
868,869,11.55214618,12.66,74,2,0,0,0.036895081,37.970256,-121.301024
869,870,11.91839057,18.85,9,4,0,0,0.061379997,38.016172,-121.2922
870,871,11.66992921,16.87,22,3,1,0,0.004337719,38.027088,-121.357304
871,872,11.370785699999999,12.28,21,3,0,1,0.074016184,38.035364,-121.285944
872,873,11.27720313,11.2,21,3,0,1,0.07095532,38.029076,-121.28683999999998
873,874,11.15625052,10.49,56,2,0,0,0.075349597,37.969547999999996,-121.259648
874,875,11.84904049,21.84,21,4,0,1,0.032585433,38.03828,-121.33133600000001
875,876,12.60115066,29.04,2,4,0,1,0.023742012000000003,37.976168,-121.36808
876,877,11.68687877,18.22,41,3,1,0,0.018116231,38.019428000000005,-121.33968
877,878,11.56171563,11.53,58,2,0,1,0.033965264,37.970944,-121.30441599999999
878,879,12.02574909,17.45,44,3,1,1,0.014721401,38.004976,-121.337848
879,880,11.184421400000002,11.62,81,2,1,0,0.045874929,37.980184,-121.295176
880,881,11.84222921,14.93,3,3,0,1,0.005354064,37.990228,-121.35373600000001
881,882,11.10495723,7.0,73,2,0,1,0.061429345999999996,37.97234,-121.27558400000001
882,883,11.7977284,18.77,17,3,0,0,0.041427682,38.040535999999996,-121.322736
883,884,11.99535161,14.52,39,3,0,1,0.0080651,38.000223999999996,-121.34316799999999
884,885,11.29694371,11.12,37,3,1,0,0.041646256,38.01594,-121.313208
885,886,11.81303006,15.52,12,3,0,0,0.015034846999999999,38.0333,-121.348216
886,887,11.91839057,18.76,45,3,0,0,0.025453291,38.025132,-121.333992
887,888,11.47729829,12.7,51,2,0,1,0.020544306000000002,37.970872,-121.31873600000002
888,889,11.53761808,17.46,32,4,1,0,0.046724361,38.018048,-121.308576
889,890,12.32607544,25.64,44,3,0,0,0.022261447,37.963928,-121.36187199999999
890,891,11.91839057,17.66,4,3,1,0,0.013588458000000001,38.056836,-121.35865600000001
891,892,11.6784399,15.33,10,3,0,1,0.063589395,38.007624,-121.286608
892,893,11.65268741,19.01,33,4,0,0,0.047981869,38.014852000000005,-121.306024
893,894,11.97571564,26.27,23,5,0,0,0.005998336999999999,38.011716,-121.34971999999999
